MESH	NCBI	nct_id	sentence	measurement	biomarker	year	date	Symbol	name
D017093	2875	NCT02557724	(ALT) Alanine Aminotransferase	(ALT) <span class='gene'>Alanine Aminotransferase</span>	protein	2015	2015-09-23	GPT	Liver Failure
D017093	2875	NCT02584283	serum levels of alanine aminotransferase (ALT), AST, alkaline phosphatase (AlkP), gamma-glutamyl transferase (γGT), and total bilirubin	serum levels of <span class='gene'>alanine aminotransferase</span> (ALT), AST, alkaline phosphatase (AlkP), gamma-glutamyl transferase (γGT), and total bilirubin	protein	2015	2015-10-22	GPT	Liver Failure
D017093	2875	NCT02584283	serum levels of alanine aminotransferase (ALT), AST, alkaline phosphatase (AlkP), gamma-glutamyl transferase (γGT), and total bilirubin	serum levels of alanine aminotransferase (<span class='gene'>ALT</span>), AST, alkaline phosphatase (AlkP), gamma-glutamyl transferase (γGT), and total bilirubin	protein	2015	2015-10-22	GPT	Liver Failure
D017093	2875	NCT02584283	(In selected centers) value of perfusate's alanine transaminase (ALT)	(In selected centers) value of perfusate's alanine transaminase (<span class='gene'>ALT</span>)	protein	2015	2015-10-22	GPT	Liver Failure
D017093	2875	NCT02584283	(In selected centers) value of perfusate's alanine transaminase (ALT)	(In selected centers) value of perfusate's <span class='gene'>alanine transaminase</span> (ALT)	protein	2015	2015-10-22	GPT	Liver Failure
D017093	2875	NCT02635347	Percentage of participants who developed Early Allograft Dysfunction (EAD) which is defined as: Aspartate Transaminase (AST) or Alanine Transaminase (ALT)> 2,000 U/L at any point within the first seven post-transplant days, or. Total Bilirubin (TB) > 10 mg/dL on postoperative day 7,or. International Normalized Ratio (INR)> 1.6 on postoperative day 7.	Percentage of participants who developed Early Allograft Dysfunction (EAD) which is defined as: Aspartate Transaminase (AST) or Alanine Transaminase (<span class='gene'>ALT</span>)> 2,000 U/L at any point within the first seven post-transplant days, or. Total Bilirubin (TB) > 10 mg/dL on postoperative day 7,or. International Normalized Ratio (INR)> 1.6 on postoperative day 7.	protein	2015	2015-12-18	GPT	Liver Failure
D017093	2875	NCT02635347	Percentage of participants who developed Early Allograft Dysfunction (EAD) which is defined as: Aspartate Transaminase (AST) or Alanine Transaminase (ALT)> 2,000 U/L at any point within the first seven post-transplant days, or. Total Bilirubin (TB) > 10 mg/dL on postoperative day 7,or. International Normalized Ratio (INR)> 1.6 on postoperative day 7.	Percentage of participants who developed Early Allograft Dysfunction (EAD) which is defined as: Aspartate Transaminase (AST) or <span class='gene'>Alanine Transaminase</span> (ALT)> 2,000 U/L at any point within the first seven post-transplant days, or. Total Bilirubin (TB) > 10 mg/dL on postoperative day 7,or. International Normalized Ratio (INR)> 1.6 on postoperative day 7.	protein	2015	2015-12-18	GPT	Liver Failure
D017093	2875	NCT03082885	Levels of alanine aminotransferase were measured on week0,1,2, 4,8, 12 and 24 after the start of the infusion in both groups	Levels of <span class='gene'>alanine aminotransferase</span> were measured on week0,1,2, 4,8, 12 and 24 after the start of the infusion in both groups	protein	2017	2017-03-17	GPT	Liver Failure
D017093	2875	NCT03082885	Alanine aminotransferase change	<span class='gene'>Alanine aminotransferase</span> change	protein	2017	2017-03-17	GPT	Liver Failure
D017093	2875	NCT03627013	Liver: - area under the curve (AUC) GPT (ALT) after transplantation during 7 days (minimum 1 measurement per day)	Liver: - area under the curve (AUC) <span class='gene'>GPT</span> (ALT) after transplantation during 7 days (minimum 1 measurement per day)	protein	2018	2018-08-13	GPT	Liver Failure
D017093	2875	NCT03640728	Proportion of patients with normal alanine aminotransferase(ALT)	Proportion of patients with normal <span class='gene'>alanine aminotransferase</span>(ALT)	protein	2018	2018-08-21	GPT	Liver Failure
D017093	2875	NCT03860155	The clinical chemistry values for sodium, potassium, calcium, urea, creatinine, albumin, total bilirubin, alanine aminotransferase, aspartate aminotransferase, gamma glytamyl transferase, alkaline phosphatase, CRP will be measured.	The clinical chemistry values for sodium, potassium, calcium, urea, creatinine, albumin, total bilirubin, <span class='gene'>alanine aminotransferase</span>, aspartate aminotransferase, gamma glytamyl transferase, alkaline phosphatase, CRP will be measured.	protein	2019	2019-03-01	GPT	Liver Failure
D017093	2875	NCT03860155	The following laboratory variables will be measured and evaluated: Albumin, total bilirubin, alanine aminotransferase (ALT), aspartate aminotransferase (AST), gamma glutamyl transferase (GGT), alkaline phosphatase (AP).	The following laboratory variables will be measured and evaluated: Albumin, total bilirubin, alanine aminotransferase (<span class='gene'>ALT</span>), aspartate aminotransferase (AST), gamma glutamyl transferase (GGT), alkaline phosphatase (AP).	protein	2019	2019-03-01	GPT	Liver Failure
D017093	2875	NCT03860155	The following laboratory variables will be measured and evaluated: Albumin, total bilirubin, alanine aminotransferase (ALT), aspartate aminotransferase (AST), gamma glutamyl transferase (GGT), alkaline phosphatase (AP).	The following laboratory variables will be measured and evaluated: Albumin, total bilirubin, <span class='gene'>alanine aminotransferase</span> (ALT), aspartate aminotransferase (AST), gamma glutamyl transferase (GGT), alkaline phosphatase (AP).	protein	2019	2019-03-01	GPT	Liver Failure
D017093	2875	NCT03863002	Change of alanine aminotransferase (ALT) level as a marker of liver function	Change of alanine aminotransferase (<span class='gene'>ALT</span>) level as a marker of liver function	protein	2019	2019-03-05	GPT	Liver Failure
D017093	2875	NCT03863002	Change of alanine aminotransferase (ALT) level as a marker of liver function	Change of <span class='gene'>alanine aminotransferase</span> (ALT) level as a marker of liver function	protein	2019	2019-03-05	GPT	Liver Failure
D017093	2875	NCT03908255	Serum alanine aminotransferase in units per liter	Serum <span class='gene'>alanine aminotransferase</span> in units per liter	protein	2019	2019-04-09	GPT	Liver Failure
D017093	2875	NCT03908255	Alanine aminotransferase	<span class='gene'>Alanine aminotransferase</span>	protein	2019	2019-04-09	GPT	Liver Failure
D017093	2875	NCT04195282	Alanine transaminase is observed in the follow-up.	<span class='gene'>Alanine transaminase</span> is observed in the follow-up.	protein	2019	2019-12-11	GPT	Liver Failure
D017093	2875	NCT04195282	Alanine transaminase	<span class='gene'>Alanine transaminase</span>	protein	2019	2019-12-11	GPT	Liver Failure
D017093	2875	NCT04906083	Changes in alanine aminotransferase level refers to the changes of alanine aminotransferase at 24 week compared to baseline between the Intervention group and Control group.	Changes in <span class='gene'>alanine aminotransferase</span> level refers to the changes of alanine aminotransferase at 24 week compared to baseline between the Intervention group and Control group.	protein	2021	2021-05-28	GPT	Liver Failure
D017093	2875	NCT04906083	Changes in alanine aminotransferase level	Changes in <span class='gene'>alanine aminotransferase</span> level	protein	2021	2021-05-28	GPT	Liver Failure
D017093	3039	NCT01826760	Liver function tests, complete blood count and coagulation tests were performed within the first 24h after admission. The liver function tests included alanine aminotranferase, aspartate aminotranferase, total bilirubin (TBil), albumin, serum sodium, alpha-fetoprotein (AFP) and creatinine. Complete blood count was made up of platelet and hemoglobin (Hb). Coagulation tests contained prothrombin activity (PTA) and international normalized ratio (INR). Additionally, hepatitis B e antigen (HBeAg) was detected by conventional serological assays. Serum HBV DNA was measured by quantitative polymerase chain reaction(PCR) assay (Roche Amplicor, limit of detectability of 100 IU/ml) after admission.	Liver function tests, complete blood count and coagulation tests were performed within the first 24h after admission. The liver function tests included alanine aminotranferase, aspartate aminotranferase, total bilirubin (TBil), albumin, serum sodium, alpha-fetoprotein (AFP) and creatinine. Complete blood count was made up of platelet and <span class='gene'>hemoglobin</span> (Hb). Coagulation tests contained prothrombin activity (PTA) and international normalized ratio (INR). Additionally, hepatitis B e antigen (HBeAg) was detected by conventional serological assays. Serum HBV DNA was measured by quantitative polymerase chain reaction(PCR) assay (Roche Amplicor, limit of detectability of 100 IU/ml) after admission.	protein	2013	2013-04-08	HBA1	Liver Failure
D017093	3039	NCT02090621	Basic hematological parameters:~Hemoglobin, hematocrit, platelets and leukocytes.~Metabolic parameters:~Glucose, uric acid, triglycerides, cholesterol, HDL and LDL cholesterol.	Basic hematological parameters:~<span class='gene'>hemoglobin</span>, hematocrit, platelets and leukocytes.~Metabolic parameters:~Glucose, uric acid, triglycerides, cholesterol, HDL and LDL cholesterol.	protein	2014	2014-03-18	HBA1	Liver Failure
D017093	3039	NCT02310542	Tolerance will be evaluated by effect of albumin dialysis on coagulation indices : prothrombin time (seconds) and international normalized ratio, activated partial thromboplastin time ratio, fibrinogen level (g/L), factor V level (%), platelet count (×10(9) /L), hemoglobin level (g/L), red cell count (10(12)/L), hematocrit level (%). Coagulation indices will be measured by an arterial sample before and at the end of MARS™ dialysis (8 hours) and before and at the end of SPAD™ dialysis (10 hours) ; the two variations will be compared. Each patient will receive the two dialysis systems separated by a free interval that will last between 12 and 48 hours.	Tolerance will be evaluated by effect of albumin dialysis on coagulation indices : prothrombin time (seconds) and international normalized ratio, activated partial thromboplastin time ratio, fibrinogen level (g/L), factor V level (%), platelet count (×10(9) /L), <span class='gene'>hemoglobin</span> level (g/L), red cell count (10(12)/L), hematocrit level (%). Coagulation indices will be measured by an arterial sample before and at the end of MARS™ dialysis (8 hours) and before and at the end of SPAD™ dialysis (10 hours) ; the two variations will be compared. Each patient will receive the two dialysis systems separated by a free interval that will last between 12 and 48 hours.	protein	2014	2014-12-08	HBA1	Liver Failure
D017093	3039	NCT03312036	Blood leukocytes, platelets, Hemoglobin are assessed before and after each CPFA treatment	Blood leukocytes, platelets, <span class='gene'>hemoglobin</span> are assessed before and after each CPFA treatment	protein	2017	2017-10-17	HBA1	Liver Failure
D017093	3039	NCT03860155	The hematological laboratory values for hemoglobin, hematocrit, red blood cell count, white blood cell count with differential, platelet count will be measured.	The hematological laboratory values for <span class='gene'>hemoglobin</span>, hematocrit, red blood cell count, white blood cell count with differential, platelet count will be measured.	protein	2019	2019-03-01	HBA1	Liver Failure
D017093	3039	NCT03863002	Hemoglobin	<span class='gene'>hemoglobin</span>	protein	2019	2019-03-05	HBA1	Liver Failure
D017093	3039	NCT03863002	Change of hemoglobin level	Change of <span class='gene'>hemoglobin</span> level	protein	2019	2019-03-05	HBA1	Liver Failure
D017093	3039	NCT04335058	Number of participants achieving Hemoglobin level > 12 g/dl	Number of participants achieving <span class='gene'>hemoglobin</span> level > 12 g/dl	biomarker	2020	2020-04-06	HBA1	Liver Failure
D017093	3039	NCT04335058	Number of participants achieving Hemoglobin level > 12 g/dl iron deficiency anemia in patients with Chronic Liver Disease of any etiology.	Number of participants achieving <span class='gene'>hemoglobin</span> level > 12 g/dl iron deficiency anemia in patients with Chronic Liver Disease of any etiology.	biomarker	2020	2020-04-06	HBA1	Liver Failure
D017093	3040	NCT01826760	Liver function tests, complete blood count and coagulation tests were performed within the first 24h after admission. The liver function tests included alanine aminotranferase, aspartate aminotranferase, total bilirubin (TBil), albumin, serum sodium, alpha-fetoprotein (AFP) and creatinine. Complete blood count was made up of platelet and hemoglobin (Hb). Coagulation tests contained prothrombin activity (PTA) and international normalized ratio (INR). Additionally, hepatitis B e antigen (HBeAg) was detected by conventional serological assays. Serum HBV DNA was measured by quantitative polymerase chain reaction(PCR) assay (Roche Amplicor, limit of detectability of 100 IU/ml) after admission.	Liver function tests, complete blood count and coagulation tests were performed within the first 24h after admission. The liver function tests included alanine aminotranferase, aspartate aminotranferase, total bilirubin (TBil), albumin, serum sodium, alpha-fetoprotein (AFP) and creatinine. Complete blood count was made up of platelet and <span class='gene'>hemoglobin</span> (Hb). Coagulation tests contained prothrombin activity (PTA) and international normalized ratio (INR). Additionally, hepatitis B e antigen (HBeAg) was detected by conventional serological assays. Serum HBV DNA was measured by quantitative polymerase chain reaction(PCR) assay (Roche Amplicor, limit of detectability of 100 IU/ml) after admission.	protein	2013	2013-04-08	HBA2	Liver Failure
D017093	3040	NCT02090621	Basic hematological parameters:~Hemoglobin, hematocrit, platelets and leukocytes.~Metabolic parameters:~Glucose, uric acid, triglycerides, cholesterol, HDL and LDL cholesterol.	Basic hematological parameters:~<span class='gene'>hemoglobin</span>, hematocrit, platelets and leukocytes.~Metabolic parameters:~Glucose, uric acid, triglycerides, cholesterol, HDL and LDL cholesterol.	protein	2014	2014-03-18	HBA2	Liver Failure
D017093	3040	NCT02310542	Tolerance will be evaluated by effect of albumin dialysis on coagulation indices : prothrombin time (seconds) and international normalized ratio, activated partial thromboplastin time ratio, fibrinogen level (g/L), factor V level (%), platelet count (×10(9) /L), hemoglobin level (g/L), red cell count (10(12)/L), hematocrit level (%). Coagulation indices will be measured by an arterial sample before and at the end of MARS™ dialysis (8 hours) and before and at the end of SPAD™ dialysis (10 hours) ; the two variations will be compared. Each patient will receive the two dialysis systems separated by a free interval that will last between 12 and 48 hours.	Tolerance will be evaluated by effect of albumin dialysis on coagulation indices : prothrombin time (seconds) and international normalized ratio, activated partial thromboplastin time ratio, fibrinogen level (g/L), factor V level (%), platelet count (×10(9) /L), <span class='gene'>hemoglobin</span> level (g/L), red cell count (10(12)/L), hematocrit level (%). Coagulation indices will be measured by an arterial sample before and at the end of MARS™ dialysis (8 hours) and before and at the end of SPAD™ dialysis (10 hours) ; the two variations will be compared. Each patient will receive the two dialysis systems separated by a free interval that will last between 12 and 48 hours.	protein	2014	2014-12-08	HBA2	Liver Failure
D017093	3040	NCT03312036	Blood leukocytes, platelets, Hemoglobin are assessed before and after each CPFA treatment	Blood leukocytes, platelets, <span class='gene'>hemoglobin</span> are assessed before and after each CPFA treatment	protein	2017	2017-10-17	HBA2	Liver Failure
D017093	3040	NCT03860155	The hematological laboratory values for hemoglobin, hematocrit, red blood cell count, white blood cell count with differential, platelet count will be measured.	The hematological laboratory values for <span class='gene'>hemoglobin</span>, hematocrit, red blood cell count, white blood cell count with differential, platelet count will be measured.	protein	2019	2019-03-01	HBA2	Liver Failure
D017093	3040	NCT03863002	Hemoglobin	<span class='gene'>hemoglobin</span>	protein	2019	2019-03-05	HBA2	Liver Failure
D017093	3040	NCT03863002	Change of hemoglobin level	Change of <span class='gene'>hemoglobin</span> level	protein	2019	2019-03-05	HBA2	Liver Failure
D017093	3040	NCT04335058	Number of participants achieving Hemoglobin level > 12 g/dl	Number of participants achieving <span class='gene'>hemoglobin</span> level > 12 g/dl	biomarker	2020	2020-04-06	HBA2	Liver Failure
D017093	3040	NCT04335058	Number of participants achieving Hemoglobin level > 12 g/dl iron deficiency anemia in patients with Chronic Liver Disease of any etiology.	Number of participants achieving <span class='gene'>hemoglobin</span> level > 12 g/dl iron deficiency anemia in patients with Chronic Liver Disease of any etiology.	biomarker	2020	2020-04-06	HBA2	Liver Failure
D017093	3043	NCT01826760	Liver function tests, complete blood count and coagulation tests were performed within the first 24h after admission. The liver function tests included alanine aminotranferase, aspartate aminotranferase, total bilirubin (TBil), albumin, serum sodium, alpha-fetoprotein (AFP) and creatinine. Complete blood count was made up of platelet and hemoglobin (Hb). Coagulation tests contained prothrombin activity (PTA) and international normalized ratio (INR). Additionally, hepatitis B e antigen (HBeAg) was detected by conventional serological assays. Serum HBV DNA was measured by quantitative polymerase chain reaction(PCR) assay (Roche Amplicor, limit of detectability of 100 IU/ml) after admission.	Liver function tests, complete blood count and coagulation tests were performed within the first 24h after admission. The liver function tests included alanine aminotranferase, aspartate aminotranferase, total bilirubin (TBil), albumin, serum sodium, alpha-fetoprotein (AFP) and creatinine. Complete blood count was made up of platelet and <span class='gene'>hemoglobin</span> (Hb). Coagulation tests contained prothrombin activity (PTA) and international normalized ratio (INR). Additionally, hepatitis B e antigen (HBeAg) was detected by conventional serological assays. Serum HBV DNA was measured by quantitative polymerase chain reaction(PCR) assay (Roche Amplicor, limit of detectability of 100 IU/ml) after admission.	protein	2013	2013-04-08	HBB	Liver Failure
D017093	3043	NCT02090621	Basic hematological parameters:~Hemoglobin, hematocrit, platelets and leukocytes.~Metabolic parameters:~Glucose, uric acid, triglycerides, cholesterol, HDL and LDL cholesterol.	Basic hematological parameters:~<span class='gene'>hemoglobin</span>, hematocrit, platelets and leukocytes.~Metabolic parameters:~Glucose, uric acid, triglycerides, cholesterol, HDL and LDL cholesterol.	protein	2014	2014-03-18	HBB	Liver Failure
D017093	3043	NCT02310542	Tolerance will be evaluated by effect of albumin dialysis on coagulation indices : prothrombin time (seconds) and international normalized ratio, activated partial thromboplastin time ratio, fibrinogen level (g/L), factor V level (%), platelet count (×10(9) /L), hemoglobin level (g/L), red cell count (10(12)/L), hematocrit level (%). Coagulation indices will be measured by an arterial sample before and at the end of MARS™ dialysis (8 hours) and before and at the end of SPAD™ dialysis (10 hours) ; the two variations will be compared. Each patient will receive the two dialysis systems separated by a free interval that will last between 12 and 48 hours.	Tolerance will be evaluated by effect of albumin dialysis on coagulation indices : prothrombin time (seconds) and international normalized ratio, activated partial thromboplastin time ratio, fibrinogen level (g/L), factor V level (%), platelet count (×10(9) /L), <span class='gene'>hemoglobin</span> level (g/L), red cell count (10(12)/L), hematocrit level (%). Coagulation indices will be measured by an arterial sample before and at the end of MARS™ dialysis (8 hours) and before and at the end of SPAD™ dialysis (10 hours) ; the two variations will be compared. Each patient will receive the two dialysis systems separated by a free interval that will last between 12 and 48 hours.	protein	2014	2014-12-08	HBB	Liver Failure
D017093	3043	NCT03312036	Blood leukocytes, platelets, Hemoglobin are assessed before and after each CPFA treatment	Blood leukocytes, platelets, <span class='gene'>hemoglobin</span> are assessed before and after each CPFA treatment	protein	2017	2017-10-17	HBB	Liver Failure
D017093	3043	NCT03860155	The hematological laboratory values for hemoglobin, hematocrit, red blood cell count, white blood cell count with differential, platelet count will be measured.	The hematological laboratory values for <span class='gene'>hemoglobin</span>, hematocrit, red blood cell count, white blood cell count with differential, platelet count will be measured.	protein	2019	2019-03-01	HBB	Liver Failure
D017093	3043	NCT03863002	Hemoglobin	<span class='gene'>hemoglobin</span>	protein	2019	2019-03-05	HBB	Liver Failure
D017093	3043	NCT03863002	Change of hemoglobin level	Change of <span class='gene'>hemoglobin</span> level	protein	2019	2019-03-05	HBB	Liver Failure
D017093	3043	NCT04335058	Number of participants achieving Hemoglobin level > 12 g/dl	Number of participants achieving <span class='gene'>hemoglobin</span> level > 12 g/dl	biomarker	2020	2020-04-06	HBB	Liver Failure
D017093	3043	NCT04335058	Number of participants achieving Hemoglobin level > 12 g/dl iron deficiency anemia in patients with Chronic Liver Disease of any etiology.	Number of participants achieving <span class='gene'>hemoglobin</span> level > 12 g/dl iron deficiency anemia in patients with Chronic Liver Disease of any etiology.	biomarker	2020	2020-04-06	HBB	Liver Failure
D017093	3082	NCT03761238	Impact of MARS therapy on liver regeneration assessed by serum levels of hepatocyte growth factor.	Impact of MARS therapy on liver regeneration assessed by serum levels of <span class='gene'>hepatocyte growth factor</span>.	protein	2018	2018-12-03	HGF	Liver Failure
D017093	3146	NCT02584283	(In selected centers) value of perfusate's high mobility group box-1 (HMBG) protein	(In selected centers) value of perfusate's <span class='gene'>high mobility group box-1</span> (HMBG) protein	protein	2015	2015-10-22	HMGB1	Liver Failure
D017093	3146	NCT02584283	(In selected centers) value of perfusate's high mobility group box-1 (HMBG) protein	(In selected centers) value of perfusate's high mobility group box-1 (<span class='gene'>HMBG</span>) protein	protein	2015	2015-10-22	HMGB1	Liver Failure
D017093	3439	NCT02259855	Area under the concentration-time curve from 0 to 24 hours of pegylated interferon (Peg IFN) in the plasma (AUC0-24h)	Area under the concentration-time curve from 0 to 24 hours of pegylated interferon (Peg <span class='gene'>IFN</span>) in the plasma (AUC0-24h)	protein	2014	2014-10-09	IFNA1	Liver Failure
